1,479
1,646
1,305
4,186
1,374
6,388
1,406
4,077
5,221
4,373
4,199
1,945
0,752
2,635
1,634
5,679
2,119
3,351
5,129
4,846
3,818
3,639
1,226
3,142
2,539
4,573
1,383
1,224
3,944
4,66
1,666
2,694
4,197
6,468
2,335
2,424
3,288
0,434
6,682
2,926
4,878
4,981
0,757
3,389
5,897
0,511
2,926
7,019
4,348
6,346
2,77
4,738
4,258
4,849
6,601
0,75
2,449
0,406
1,612
4,815
5,534
4,846
3,999
3,843
2,98
4,91
2,964
4,373
6,629
5,475
3,604
1,608
3,522
6,874
6,14
5,222
3,351
5,991
4,703
3,46
3,089
1,224
1,295
4,476
5,757
2,51
4,865
0,622
2,51
4,012
5,633
1,031
1,886
2,069
1,789
0,562
1,238
1,679
3,225
5,252
