4,318
3,992
3,863
1,945
1,851
3,053
2,627
1,295
3,789
5,938
6,051
5,324
3,999
1,679
5,81
3,601
4,967
3,389
1,605
4,077
4,646
2,91
3,341
5,066
2,963
1,754
4,845
5,188
3,84
5,75
4,625
5,759
3,413
2,71
3,519
1,913
2,676
4,922
2,144
3,196
2,434
3,011
3,565
4,573
5,066
2,035
3,246
2,843
2,035
1,456
2,723
5,473
5,828
4,812
1,72
6,148
3,82
1,517
1,226
1,631
2,766
1,801
2,408
6,597
4,331
7,019
3,116
1,991
4,738
3,186
3,785
3,84
2,12
3,818
2,632
2,7
3,82
4,91
1,848
2,12
3,52
1,471
2,475
3,908
3,878
3,193
1,322
0,562
3,011
0,847
3,278
5,557
1,346
5,472
2,241
4,396
3,807
2,539
4,205
3,625
