28,608
21,415
18,382
30,116
40,45
24,255
36,075
36,156
24,292
25,591
28,233
29,852
30,267
14,415
18,632
30,34
24,711
24,429
15,432
33,853
38,93
26,2
24,573
25,798
40,908
23,316
30,901
32,643
18,312
38,067
22,661
24,268
22,742
19,332
21,511
32,159
36,58
23,836
27,096
36,173
25,76
34,625
38,347
29,238
31,176
30,462
28,684
38,281
21,79
48,613
27,078
26,695
39,997
27,892
30,04
22,476
30,658
21,817
43,308
24,436
46,069
25,351
30,899
32,628
31,223
36,92
12,711
30,209
33,035
25,842
29,073
21,652
39,313
37,622
20,49
21,489
30,495
16,18
28,257
21,299
13,716
17,265
33,324
22,688
25,451
23,906
27,726
25,631
30,046
27,239
30,456
35,095
16,866
18,915
36,769
37,002
36,381
20,867
17,529
39,177
