16,484
24,457
19,75
23,19
18,615
18,383
18,594
24,71
23,348
17,016
15,024
26,703
21,714
19,77
15,848
17,275
11,423
20,621
20,507
15,41
17,539
20,606
18,88
21,856
13,708
20,746
10,947
11,447
22,463
21,2
16,93
21,647
12,336
8,979
16,112
11,345
16,894
12,875
22,32
23,647
20,684
16,902
13,666
19,702
19,125
18,132
24,832
16,145
19,604
31,282
27,383
21,615
17,694
12,999
16,841
27,307
17,069
20,982
21,58
19,069
20,952
22,21
18,242
18,842
24,321
17,748
18,907
15,857
21,266
18,314
20,599
20,719
14,77
14,636
20,248
22,768
11,783
18,167
13,888
21,732
13,071
24,577
13,18
17,401
19,432
13,446
22,515
29,6
15,729
7,103
13,273
14,44
29,631
18,655
19,7
17,605
19,942
22,84
20,395
20,785
