6,084
8,119
5,363
10,964
7,403
8,227
6,605
8,257
11,555
8,627
8,941
10,667
4,029
4,69
6,148
4,555
5,801
6,789
6,165
3,928
10,092
8,828
8,251
6,382
6,318
7,844
8,87
8,852
7,951
6,375
7,761
5,657
6,294
6,623
4,685
4,084
5,992
6,239
5,551
7,227
3,413
3,076
7,128
5,551
9,224
7,328
8,228
10,272
6,614
7,21
12,088
3,437
2,71
8,833
4,76
7,28
10,324
5,915
10,864
8,014
7,308
4,338
9,613
8,818
7,47
8,178
6,824
5,217
0,847
9,568
4,091
5,744
5,84
4,353
8,607
8,146
8,21
8,001
6,468
9,8
7,563
5,818
10,243
7,325
7,558
10,884
10,214
11,392
5,171
8,202
11,318
6,084
6,176
7,192
4,613
8,259
7,748
9,471
9,428
7,954
