8,336
6,414
7,113
4,186
4,273
8,257
6,309
9,804
10,654
4,373
4,199
6,713
5,52
7,779
1,634
9,945
2,119
8,119
9,897
9,614
3,818
3,639
5,994
3,142
7,307
9,341
6,151
5,992
3,944
9,428
6,691
4,563
9,1
11,236
7,36
7,192
9,795
10,566
6,682
8,331
9,646
9,247
5,525
8,157
5,897
0,511
2,926
11,787
9,116
11,779
7,538
9,506
6,127
9,617
11,369
7,607
7,217
7,951
6,38
4,815
6,493
9,614
10,118
8,746
2,98
4,91
8,691
9,141
12,748
5,475
8,372
1,608
5,261
11,642
10,908
9,99
8,119
5,991
10,43
8,228
8,233
5,992
6,063
5,03
11,876
7,278
4,865
5,525
7,278
4,012
7,502
5,799
8,393
6,837
6,557
5,33
4,937
8,333
7,993
5,252
