2,451
2,409
3,632
2,888
3,517
2,058
2,139
4,16
2,139
1,99
2,815
2,193
2,394
3,181
3,822
3,547
3,852
4,281
1,907
2,531
3,163
4,18
1,85
2,257
3,393
2,4
1,954
2,613
2,958
3,31
0,805
2,775
2,046
2,144
4,071
2,79
3,285
4,095
3,656
1,04
1,917
2,793
3,971
2,579
2,237
2,813
1,175
4,043
2,663
1,464
2,089
1,875
3,939
2,288
2,295
2,056
2,964
2,788
4,21
2,776
3,199
4,809
3,13
1,792
3,903
2,74
4,101
2,386
3,408
2,089
3,656
3,326
2,192
2,155
4,16
2,978
1,723
2,23
2,11
3,514
3,197
2,726
3,56
1,464
3,2
3,018
4,101
2,529
2,793
2,235
3,0
1,175
3,668
1,006
3,744
2,947
4,101
2,56
2,378
1,715
