1,826
0,834
0,991
0,736
1,764
1,691
1,601
0,717
0,839
1,171
1,061
1,082
0,511
1,073
1,508
1,724
1,617
1,618
1,293
1,23
1,247
1,214
1,116
1,409
0,979
1,401
1,061
0,719
1,052
1,587
1,512
1,662
2,17
1,686
1,072
0,78
1,512
0,583
0,238
0,505
1,286
1,412
2,141
1,021
0,95
1,907
1,402
0,526
1,019
2,184
0,472
1,312
1,545
1,273
1,055
0,945
1,697
1,412
1,729
1,388
1,924
1,247
2,439
1,209
0,98
0,788
2,161
1,273
1,072
1,443
1,502
1,736
0,872
1,856
1,596
1,848
1,754
0,906
2,175
0,929
0,81
1,975
0,981
1,006
2,134
0,747
0,639
1,571
0,751
1,835
1,289
1,58
0,349
0,2
0,659
1,343
1,038
0,58
1,418
0,574
