0,946
2,337
3,735
3,697
3,031
1,65
1,002
3,996
2,442
3,73
2,981
3,568
1,375
1,494
0,902
3,0
4,921
2,443
3,399
4,311
2,495
1,85
2,055
0,979
5,143
3,331
3,047
0,707
3,81
1,68
1,736
2,031
2,608
3,724
1,875
2,148
3,923
2,112
3,223
3,123
3,456
2,258
0,553
3,482
0,844
3,614
2,531
2,743
2,861
4,06
1,884
2,105
3,907
3,934
5,042
2,399
2,104
3,333
3,31
3,337
3,1
2,726
2,776
3,175
1,293
2,993
2,569
2,029
3,029
2,849
3,142
2,883
1,154
4,336
3,434
4,389
1,534
1,73
5,309
2,725
2,714
1,815
3,051
2,79
0,979
1,697
2,487
2,563
2,735
2,307
2,17
4,033
1,825
2,871
1,896
2,85
4,145
4,16
2,871
1,614
