0,505
2,409
2,029
1,087
1,571
0,37
0,451
0,32
0,451
0,302
0,291
0,505
1,617
1,235
1,099
1,171
1,274
1,424
1,907
1,843
1,217
1,602
0,162
1,236
1,447
1,623
0,92
0,925
1,924
1,388
0,805
0,946
1,929
1,456
2,125
1,102
1,597
1,149
1,734
1,04
1,027
2,409
2,166
1,802
0,549
2,125
1,175
1,409
0,717
1,464
1,401
1,653
1,993
2,066
1,607
1,282
1,93
0,842
1,487
0,83
2,178
1,175
1,184
1,549
1,18
2,052
0,467
0,698
1,486
1,401
1,734
1,38
1,415
0,467
0,32
1,29
1,723
1,453
1,422
1,655
2,163
0,78
1,614
1,464
1,512
1,072
0,467
1,409
2,409
0,289
1,312
1,175
0,945
1,006
1,113
1,146
0,467
1,415
0,42
0,681
