14,575
10,523
16,411
FAIL
11,724
12,392
9,832
9,657
14,643
9,098
8,641
9,665
11,909
8,53
11,903
7,043
12,931
14,333
12,538
10,269
FAIL
9,37
9,494
13,672
9,682
13,945
8,05
10,325
7,976
10,52
12,124
10,039
8,165
13,4
13,188
14,282
9,365
7,781
10,421
10,83
8,8
10,806
12,122
11,865
13,02
14,525
9,858
10,737
9,018
17,771
11,453
13,121
10,645
12,887
11,767
12,106
10,124
11,787
9,237
10,089
11,858
10,021
9,538
9,794
8,3
14,061
15,643
11,585
6,24
10,626
12,795
13,433
13,555
11,859
5,622
12,598
11,483
13,964
10,831
13,446
5,792
9,614
7,786
14,638
8,479
11,724
9,09
8,216
11,463
14,568
9,477
10,187
FAIL
9,83
10,537
13,453
13,079
15,208
13,284
15,332
