23,313
11,873
14,005
6,831
5,463
8,528
11,873
10,37
7,372
7,516
4,357
19,768
23,013
3,95
3,691
1,641
10,148
3,876
15,337
6,769
10,102
7,372
7,643
3,397
20,252
1,524
7,133
2,869
10,457
4,819
20,995
6,831
5,559
16,064
13,098
18,594
7,438
3,529
6,612
21,439
16,064
7,372
21,752
4,307
6,831
20,634
20,995
7,372
11,914
21,752
10,745
9,155
1,641
5,664
2,031
15,461
13,715
10,745
20,252
12,868
4,287
8,426
22,147
16,026
9,679
15,661
11,143
8,581
7,209
11,408
5,726
10,168
15,461
4,406
5,998
5,726
11,914
10,149
6,497
12,955
6,572
20,107
5,726
11,96
12,868
15,337
6,391
11,408
5,033
7,586
4,126
16,21
10,734
10,37
0,603
9,949
15,338
7,438
20,107
8,645
