37,829
40,818
56,302
34,458
40,84
33,396
46,325
39,745
39,238
38,944
65,467
22,878
51,668
24,039
35,448
40,564
37,556
50,45
32,294
42,777
42,481
41,192
38,79
37,972
67,557
22,001
39,846
45,288
38,328
50,393
44,378
28,213
69,45
42,498
48,747
57,759
44,397
56,174
27,569
21,526
40,84
50,739
32,932
34,223
45,069
9,722
58,514
29,289
25,544
43,099
36,561
44,902
44,331
50,305
37,92
59,348
14,405
50,967
13,602
45,706
19,687
27,524
52,849
12,491
36,311
55,027
47,51
47,105
48,752
37,736
46,862
37,934
41,377
31,172
30,933
45,558
28,363
48,113
36,959
38,725
25,742
32,602
42,7
43,96
34,962
43,531
27,057
48,303
35,651
48,446
38,897
44,153
15,142
32,221
14,318
69,662
59,58
56,51
25,972
45,967
