9,655
7,244
20,234
8,333
15,828
8,34
11,203
6,437
16,705
10,334
15,337
20,72
2,794
13,076
4,456
7,438
7,826
20,634
2,478
17,936
16,441
12,506
15,688
10,56
13,935
20,949
7,516
9,679
5,998
11,927
15,337
9,155
15,828
17,55
20,826
4,957
17,251
21,439
5,559
20,351
15,828
19,748
9,126
6,391
11,203
5,047
8,257
8,356
0,898
20,097
6,831
22,65
13,711
20,234
8,34
5,726
13,284
20,264
4,584
10,883
2,401
18,022
8,541
12,491
5,693
23,013
17,694
13,797
21,752
11,873
4,661
5,75
20,629
4,295
6,437
15,985
10,513
17,41
6,339
10,115
16,148
5,849
5,033
8,333
11,96
13,715
7,999
18,061
15,337
10,334
4,074
19,226
8,213
8,34
14,318
7,516
5,693
9,042
8,541
1,641
