20,489
4,295
22,905
9,655
17,694
14,318
8,84
8,213
19,492
6,066
3,692
10,278
17,191
11,927
16,859
10,847
12,716
10,847
4,957
17,366
14,062
22,007
7,603
16,49
13,711
14,498
5,344
13,82
22,905
10,102
20,995
2,794
16,441
14,318
9,722
2,794
7,613
7,352
2,031
8,204
16,413
11,789
10,691
12,491
5,407
13,715
20,252
4,819
7,822
3,843
12,58
10,83
11,37
11,556
17,251
8,511
8,43
18,594
9,37
5,825
12,473
20,351
9,165
19,178
23,013
11,37
20,634
19,768
8,879
20,995
9,231
3,24
19,784
22,905
5,463
11,789
8,645
5,682
16,78
14,631
9,463
5,344
22,007
8,303
13,26
11,954
14,355
12,188
5,463
17,191
8,84
12,188
8,327
8,309
8,223
4,957
5,726
15,347
20,252
15,804
