50,267
58,117
73,626
66,316
26,293
91,257
46,608
81,786
59,712
55,825
39,722
59,486
128,388
39,363
51,241
51,884
55,517
64,558
66,606
70,588
71,288
85,222
84,648
36,829
65,609
53,667
61,43
83,619
59,773
71,913
88,3
61,991
60,377
64,76
80,279
70,277
69,939
76,81
73,906
81,494
66,723
85,214
80,012
84,264
85,405
53,676
62,053
59,983
46,605
71,998
48,982
55,694
55,451
67,128
63,301
56,33
76,462
65,69
75,938
85,977
54,08
38,315
83,388
39,506
89,523
61,078
78,577
75,641
54,01
50,052
76,331
58,744
94,809
81,632
38,857
62,046
63,124
61,489
71,099
84,973
57,535
53,772
82,189
48,513
66,072
74,716
50,129
66,245
60,557
57,96
89,733
86,957
31,725
84,799
76,688
66,163
48,942
62,686
56,725
95,873
