32,132
42,411
43,203
20,691
29,47
57,989
19,492
22,581
52,875
48,113
53,123
57,18
62,267
55,745
53,158
49,031
63,871
24,566
35,786
51,817
27,128
62,531
47,234
44,203
19,687
49,521
46,469
62,966
57,232
27,72
50,414
67,333
45,558
27,943
57,759
38,772
50,163
41,305
13,741
47,243
67,588
49,414
34,533
21,554
27,816
35,567
22,327
60,994
49,903
65,911
46,878
37,183
59,348
34,246
61,971
17,143
38,437
37,934
48,128
56,1
27,524
52,708
41,27
62,966
59,413
38,941
72,302
73,197
39,376
49,837
73,283
50,432
61,586
27,498
29,872
38,039
41,68
39,846
63,277
58,992
44,73
30,939
52,329
18,822
50,617
56,343
55,197
27,128
37,547
20,796
20,743
15,142
23,537
35,181
49,903
47,485
45,967
44,044
46,544
20,855
