7,372
5,047
13,166
13,653
5,664
5,321
19,492
22,147
1,935
17,41
9,126
3,558
8,645
5,463
18,594
15,1
13,307
17,578
2,478
20,949
9,21
10,115
20,234
3,159
2,401
19,279
13,246
10,148
3,691
6,218
2,87
13,711
15,985
4,957
4,957
8,547
19,226
2,854
13,307
13,935
13,003
6,809
1,935
7,352
22,147
11,203
10,745
7,372
19,661
13,514
13,653
6,339
5,726
3,691
11,143
7,531
14,631
5,75
17,191
2,478
18,022
4,406
8,66
10,148
5,791
4,357
20,234
22,148
14,616
20,264
19,661
17,191
7,964
3,692
6,066
7,261
3,229
7,516
9,655
2,55
20,924
7,133
13,131
16,441
6,497
11,789
3,95
9,21
6,612
0,898
5,664
8,213
2,87
12,179
19,661
3,159
1,641
6,083
9,679
19,725
