42,51
80,663
32,963
67,295
71,822
48,2
54,663
70,373
34,836
65,509
72,667
93,426
73,83
54,421
62,721
82,426
31,033
105,554
34,211
68,878
66,097
51,208
71,534
53,134
53,696
49,324
60,557
48,141
64,57
69,082
56,74
59,581
54,216
55,745
58,898
49,673
62,32
84,565
49,7
60,012
41,346
63,446
81,755
45,986
83,826
67,402
61,455
62,356
68,051
80,093
43,071
52,376
68,056
63,653
48,436
60,708
67,248
59,268
66,525
61,654
65,628
85,395
88,489
78,158
59,15
77,495
73,256
79,049
71,199
108,884
62,071
63,988
58,132
69,49
42,219
81,798
56,09
64,015
52,435
51,443
69,588
51,203
50,451
59,602
54,701
57,306
54,792
75,421
49,467
82,146
47,094
79,947
58,768
62,177
74,723
105,406
60,964
90,557
64,294
51,66
