54,671
36,708
40,805
40,045
31,939
28,842
37,736
36,009
40,68
42,657
39,969
45,469
48,591
37,258
34,246
42,685
33,15
39,661
35,651
32,749
43,41
40,68
44,132
33,213
50,068
37,151
35,995
40,8
36,836
34,635
43,997
40,045
27,569
45,88
45,972
23,342
38,43
41,078
34,553
55,37
44,75
32,132
24,946
34,123
36,561
50,45
25,967
40,68
32,847
44,004
41,9
51,593
42,685
20,743
35,339
45,277
43,531
43,075
44,058
35,713
36,384
39,14
42,895
45,152
45,288
37,658
32,155
40,0
33,685
41,87
39,034
31,101
45,277
28,902
38,328
39,034
32,847
39,974
26,811
33,967
37,112
51,053
39,034
35,99
35,713
35,651
38,589
41,87
42,7
42,023
31,768
46,026
44,284
36,009
30,419
41,574
36,086
40,564
45,043
32,451
