45,322
44,755
46,699
33,562
64,928
52,588
53,67
58,977
58,887
69,544
42,221
54,509
35,016
51,515
57,599
53,241
74,028
53,751
51,328
52,979
45,907
46,775
60,869
76,499
66,131
73,454
64,637
39,679
46,041
32,924
70,613
46,524
21,927
50,528
33,493
29,469
58,973
47,866
21,69
105,969
63,521
44,472
65,681
63,212
57,16
24,035
67,74
46,118
76,442
60,967
51,138
61,222
61,479
48,428
57,517
48,987
61,883
27,329
73,281
80,431
63,568
46,992
42,163
71,718
71,669
36,375
60,637
44,444
67,097
55,128
77,596
23,682
71,893
31,894
54,4
54,661
43,537
65,792
41,96
38,58
63,596
79,141
41,629
34,852
45,297
61,731
62,489
78,422
46,221
83,113
43,464
79,023
59,356
95,733
61,62
47,409
35,119
68,123
65,415
55,772
